Major,Requirement,Course Code,Course Title,Credits
"Asian Languages and Cultures, B.S.",Humanities,HIST 475,Japanese Ceramics and Allied Arts,3
"Asian Languages and Cultures, B.S.",Humanities,ASIAN 443,Indian Cinema and Beyond,3
"Asian Languages and Cultures, B.S.",Humanities,THEATRE 321,Javanese Performance,2
"Asian Languages and Cultures, B.S.",Humanities,THEATRE 421,Javanese Performance Repertory,2
"Asian Languages and Cultures, B.S.",Humanities,ST 356,"Islam, Science & Technology, and the Environment",3-4
"Asian Languages and Cultures, B.S.",Humanities,HISTORY 340,Cultural History of Korea,3-4
"Asian Languages and Cultures, B.S.",Humanities,SCI 327,Indian Politics in Comparative Perspective,3
"Asian Languages and Cultures, B.S.",Humanities,HISTORY 332,East Asia & The U.S. Since 1899,3-4
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 262,Survey of Chinese Literature in Translation,3
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 261,Survey of Chinese Literature in Translation,3
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 263,Survey of Japanese Literature in Translation,3
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 264,Survey of Japanese Literature in Translation,3
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 368,Modern Japanese Fiction,3
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 373,Topics in Japanese Literature,3
"Asian Languages and Cultures, B.S.",Humanities,LITTRANS 374,Topics in Korean Literature,3
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 103,Introduction to East Asian History: China,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 104,Introduction to East Asian History: Japan,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 108,Introduction to East Asian History - Korea,3-4
"Asian Languages and Cultures, B.S.",Social Science,PSYCH 120,The Art and Science of Human Flourishing,3
"Asian Languages and Cultures, B.S.",Social Science,SOC 244,Introduction to Southeast Asia:  Vietnam to the Philippines,4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 246,"Southeast Asian Refugees of the ""Cold"" War",4
"Asian Languages and Cultures, B.S.",Social Science,ASIAN 252,Contemporary Indian Society,4
"Asian Languages and Cultures, B.S.",Social Science,SCI 255,Introduction to East Asian Civilizations,3-4
"Asian Languages and Cultures, B.S.",Social Science,ASIAN 277,Kendo: Integration of Martial Arts and Liberal Arts,2
"Asian Languages and Cultures, B.S.",Social Science,ASIAN 301,Social Studies Topics in East Asian Studies,3
"Asian Languages and Cultures, B.S.",Social Science,ST 306,Hinduism,3
"Asian Languages and Cultures, B.S.",Social Science,ST 308,Introduction to Buddhism,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 319,The Vietnam Wars,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 335,The Koreas: Korean War to the 21st Century,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 337,"Social and Intellectual History of China, 589 AD-1919",3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 341,"History of Modern China, 1800-1949",3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 342,"History of the Peoples Republic of China, 1949 to the Present",3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 363,China and World War II in Asia,3-4
"Asian Languages and Cultures, B.S.",Social Science,ST 438,Buddhism and Society in Southeast Asian History,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 454,Samurai: History and Image,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 456,"Pearl Harbor & Hiroshima: Japan, the US & The Crisis in Asia",3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 458,History of Southeast Asia Since 1800,3-4
"Asian Languages and Cultures, B.S.",Social Science,AM 170,Hmong American Experiences in the United States,3
"Asian Languages and Cultures, B.S.",Social Science,SOC 220,Ethnic Movements in the United States,3-4
"Asian Languages and Cultures, B.S.",Social Science,AM 441,Hmong American Social Movements in the 20th and 21st Centuries,3
"Asian Languages and Cultures, B.S.",Social Science,ECON 473,Economic Growth and Development in Southeast Asia,3
"Asian Languages and Cultures, B.S.",Social Science,ANTHRO 357,Introduction to the Anthropology of Japan,3-4
"Asian Languages and Cultures, B.S.",Social Science,GEOG 340,World Regions in Global Context,3
"Asian Languages and Cultures, B.S.",Social Science,GEOG 358,Human Geography of Southeast Asia,3
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 142,History of South Asia to the Present,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 144,Traveling the World: South Asians in Diaspora,4
"Asian Languages and Cultures, B.S.",Social Science,GNS 265,An Introduction to Central Asia: From the Silk Route to Afghanistan,3
"Asian Languages and Cultures, B.S.",Social Science,ST 332,East Asia & The U.S. Since 1899,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 336,Chinese Economic and Business History: From Silk to iPhones,3-4
"Asian Languages and Cultures, B.S.",Social Science,ASIAN 341,"History of Modern China, 1800-1949",3-4
"Asian Languages and Cultures, B.S.",Social Science,ST 375,The Cold War - From World War II to End of Soviet Empire,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 450,Making of Modern South Asia,3-4
"Asian Languages and Cultures, B.S.",Social Science,HISTORY 457,History of Southeast Asia to 1800,3-4
"Asian Languages and Cultures, B.S.",Social Science,ASIAN 458,History of Southeast Asia Since 1800,3-4
"Asian Languages and Cultures, B.S.",Social Science,HLTH 640,Foundations in Global Health Practice,1
"Asian Languages and Cultures, B.S.",Social Science,HLTH 644,Interdisciplinary Perspectives on Global Health and Disease,1
"Asian Languages and Cultures, B.S.",Social Science,SCI 322,Politics of Southeast Asia,3-4
"Asian Languages and Cultures, B.S.",Social Science,SCI 323,Islam and World Politics,3-4
"Asian Languages and Cultures, B.S.",Social Science,SCI 324,Chinese Politics,3-4
"Asian Languages and Cultures, B.S.",Social Science,ST 327,Indian Politics in Comparative Perspective,3
"Asian Languages and Cultures, B.S.",Social Science,SCI 328,Politics of East and Southeast Asia,3-4
"Asian Languages and Cultures, B.S.",Social Science,SCI 346,China in World Politics,3-4
"Asian Languages and Cultures, B.S.",Social Science,SOC 225,Contemporary Chinese Society,3
"Asian Languages and Cultures, B.S.",Capstone,ST 505,"The Perfectible Body in Religions, Medicines, and Politics",3
"Asian Languages and Cultures, B.S.",Capstone,ASIAN 600,Capstone Seminar in Asian Humanities,3
"Asian Languages and Cultures, B.S.",Capstone,HIST 621,"Mapping, Making, and Representing Colonial Spaces",3
"Asian Languages and Cultures, B.S.",Capstone,ASIAN 630,Proseminar: Studies in Cultures of Asia,3
"Asian Languages and Cultures, B.S.",Capstone,ASIAN 655,Ethnography in Asia,3
"Asian Languages and Cultures, B.S.",Capstone,ASIAN 682,Senior Honors Thesis (must be enrolled in Honors in the Major),3
"Asian Languages and Cultures, B.S.",Capstone,ASIAN 692,Senior Thesis (must have permission from faculty),3
"Asian Languages and Cultures, B.S.",Capstone,ASIAN 699,Directed Study (must have permission from faculty),3
"Asian Languages and Cultures, B.S.",Capstone,ASIALANG 405,Seventh Semester Korean,3
"Asian Languages and Cultures, B.S.",Capstone,ASIALANG 406,Eighth Semester Korean,3
"Asian Languages and Cultures, B.S.",Capstone,ASIALANG 421,Seventh Semester Asian Language,3-4
"Asian Languages and Cultures, B.S.",Capstone,ASIALANG 422,Eighth Semester Asian Language,3-4
"Asian Languages and Cultures, B.S.",Capstone,ST 557,Development and Environment in Southeast Asia,3
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 310,Stellar Astrophysics 2,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 320,The Interstellar Medium,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 330,Galaxies 2,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 335,Cosmology 2,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 340,Solar System Astrophysics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 500,Techniques of Modern Observational Astrophysics 2,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 247,A Modern Introduction to Physicsand  A Modern Introduction to Physicsand  A Modern Introduction to Physics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 201,General Physicsand  General Physicsand  Modern Physics for Engineers,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 207,General Physicsand  General Physicsand  Introduction to Modern Physics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 311,Mechanics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 322,Electromagnetic Fields,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 415,Thermal Physics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 448,Atomic and Quantum Physicsand  Atomic and Quantum Physics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 531,Introduction to Quantum Mechanics,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,ASTRON 465,Observational Astronomy and Data Analysis,
"Astronomy–Physics, B.A.",Non–L&S students pursuing an L&S major,PHYSICS 307,Intermediate Laboratory-Mechanics and Modern Physics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 310,Stellar Astrophysics 2,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 320,The Interstellar Medium,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 330,Galaxies 2,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 335,Cosmology 2,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 340,Solar System Astrophysics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 500,Techniques of Modern Observational Astrophysics 2,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 247,A Modern Introduction to Physicsand  A Modern Introduction to Physicsand  A Modern Introduction to Physics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 201,General Physicsand  General Physicsand  Modern Physics for Engineers,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 207,General Physicsand  General Physicsand  Introduction to Modern Physics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 311,Mechanics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 322,Electromagnetic Fields,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 415,Thermal Physics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 448,Atomic and Quantum Physicsand  Atomic and Quantum Physics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 531,Introduction to Quantum Mechanics,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,ASTRON 465,Observational Astronomy and Data Analysis,
"Astronomy–Physics, B.S.",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 307,Intermediate Laboratory-Mechanics and Modern Physics,
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,MATH 221,Calculus and Analytic Geometry 1,5
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,MATH 222,Calculus and Analytic Geometry 2,4
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,MATH 234,Calculus--Functions of Several Variables,4
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,PHYSICS 207,General Physics,5
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,PHYSICS 208,General Physics,5
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,SCI 220,Data Science Programming I,
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,SCI 310,Problem Solving Using Computers,
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,SCI 320,Data Science Programming II,
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,E 354,Machine Organization and Programming,
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,SCI 412,Introduction to Numerical Methods,
"Atmospheric and Oceanic Sciences,...",Non–L&S students pursuing an L&S major,MATH 425,Introduction to Combinatorial Optimization,
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,MATH 221,Calculus and Analytic Geometry 1,5
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,MATH 222,Calculus and Analytic Geometry 2,4
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,MATH 234,Calculus--Functions of Several Variables,4
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 207,General Physics,5
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,PHYSICS 208,General Physics,5
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,SCI 220,Data Science Programming I,
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,SCI 310,Problem Solving Using Computers,
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,SCI 320,Data Science Programming II,
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,E 354,Machine Organization and Programming,
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,SCI 412,Introduction to Numerical Methods,
"Atmospheric and Oceanic Sciences,...",Non–L&S Students PURSUING AN L&S MAJOR,MATH 425,Introduction to Combinatorial Optimization,
"Biochemistry, B.A. (L&S)",Non–L&S students pursuing an L&S major,MATH 221,Calculus and Analytic Geometry 1and    Calculus and Analytic Geometry 2,9
"Biochemistry, B.A. (L&S)",Non–L&S students pursuing an L&S major,MATH 171,Calculus with Algebra and Trigonometry Iand    Calculus with Algebra and Trigonometry IIand    Calculus and Analytic Geometry 2,14
"Biochemistry, B.A. (L&S)",Non–L&S students pursuing an L&S major,MATH 275,Topics in Calculus Iand    Topics in Calculus II,10
"Biochemistry, B.S. (L&S)",Non–L&S Students PURSUING AN L&S MAJOR,MATH 221,Calculus and Analytic Geometry 1and    Calculus and Analytic Geometry 2,9
"Biochemistry, B.S. (L&S)",Non–L&S Students PURSUING AN L&S MAJOR,MATH 171,Calculus with Algebra and Trigonometry Iand    Calculus with Algebra and Trigonometry IIand    Calculus and Analytic Geometry 2,14
"Biochemistry, B.S. (L&S)",Non–L&S Students PURSUING AN L&S MAJOR,MATH 275,Topics in Calculus Iand    Topics in Calculus II,10
"Biological Systems Engineering, B...",A. Introduction to Engineering Courses (freshmen only),INTEREGR 170,Design Practicum,3
"Biological Systems Engineering, B...",A. Introduction to Engineering Courses (freshmen only),BSE 170,Product Design Practicum,2
"Biological Systems Engineering, B...",B. Independent Study/Instruction Courses,A 202,Dynamics,3
"Biological Systems Engineering, B...",C. Upper-Level Courses,A 202,Dynamics,3
"Biological Systems Engineering, B...","D. Lower-Level Science and Engineering Courses, Breadth Courses",BSE 508,Biological Systems Engineering Design Practicum I,2
"Biological Systems Engineering, B...","D. Lower-Level Science and Engineering Courses, Breadth Courses",BSE 509,Biological Systems Engineering Design Practicum II 1,3
"Biology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MATH 221,Calculus and Analytic Geometry 1,
"Biology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MATH 171,Calculus with Algebra and Trigonometry Iand    Calculus with Algebra and Trigonometry II,
"Biology, B.A. (L&S)",Non–L&S students pursuing an L&S major,MATH 222,Calculus and Analytic Geometry 2,
"Biology, B.A. (L&S)",Non–L&S students pursuing an L&S major,STAT 240,Data Science Modeling I,
"Biology, B.A. (L&S)",Non–L&S students pursuing an L&S major,STAT 301,Introduction to Statistical Methods,
"Biology, B.A. (L&S)",Non–L&S students pursuing an L&S major,STAT 371,Introductory Applied Statistics for the Life Sciences,
"Biology, B.S. (L&S)",Non–L&S Students PURSUING AN L&S MAJOR,MATH 221,Calculus and Analytic Geometry 1,
